0.102216098,0.163441846,-0.7361591,-0.628954491,-2.498089377,0.412927717,-1.23756129,-1.416572734,-1.614896215,1.329174369,-1.669189183,0.027964729
0.258820238,0.176565589,-0.715858564,-0.243229488,0.545833047,-0.491929869,0.428620086,0.273530628,0.142314624,0.288120927,0.108353831,-0.616794529
0.166474893,0.056470001,-0.177892291,0.235774722,-0.707707215,-0.515437942,0.865040594,-0.540805023,-0.775663284,0.565147031,1.727848091,0.037516776
0.278183786,-0.045392136,-0.282796362,0.110354659,0.356462006,-0.541488026,1.095567676,0.463435194,-0.731151741,-0.227142638,0.361394574,-0.201076353
0.144768658,0.188125678,-0.301107425,-0.266543098,0.375947293,-0.117826991,0.268711599,0.420056932,-0.364150411,-0.463778784,0.096934833,0.296924653
0.290659016,0.26539485,-0.379276059,-0.110013151,0.596244761,-0.065631241,-0.858445464,0.687459188,-0.497290697,-0.266029154,-0.144667669,0.647345109
0.253178591,0.564081969,-0.825623454,-0.141129401,-0.350763613,-0.648922164,-1.239032684,0.636335633,0.403044486,-0.647970505,1.152833812,0.45788995
0.019968249,0.186981606,0.08641552,0.07796959,-0.247839587,0.116666765,-0.710188798,0.25047008,0.173773388,-0.115346411,-0.108648366,-0.153361908
0.198296682,0.121482252,-0.28236411,-0.161079763,-0.301669945,-0.144498891,-0.315867661,0.0974495,-1.326998383,0.255144663,1.134457725,0.431935773
-0.242801544,1.252795497,0.351509352,0.123154706,-1.506171223,0.135492126,-1.73364526,-0.105655222,-1.299201368,-2.452148664,2.39579216,0.623304139
0.026550621,0.537984855,-0.719178854,2.902953861,-0.695599128,-0.591380151,1.986307058,-0.297923959,-0.69581045,0.12080873,0.277503872,-0.084312062
-0.082634402,-0.646248735,-0.69446979,0.114791726,-1.306013695,-0.118994806,-0.70926751,-0.440128459,0.601491839,-0.082647289,0.29981758,1.291476732
0.17753002,0.403729445,-0.039947945,-0.241891114,-0.345767585,-0.425159766,-0.928082209,-1.458907027,1.196867286,-0.18424816,0.519508213,-0.527747071
-0.020479272,0.327246395,-0.646383084,-0.153578287,-0.253290294,-0.406144157,0.14460823,0.239665228,0.492823843,-0.158902195,0.685539384,-0.064374384
0.2311444,0.163390345,-0.468976667,-0.276462788,0.014056684,0.031760332,-0.438693654,0.826574556,-0.123287502,-1.215861899,0.354880551,0.64690158
0.157218807,0.007095265,0.075159618,0.935707157,0.362848764,-1.442991069,-3.082097955,-0.46031568,-1.030679349,-0.17901517,0.183099647,1.003492094
-0.014258659,-0.082181745,-0.200549165,-0.043092858,-0.835769645,-0.253563422,-0.207403909,8.11E-05,1.914887952,-0.543591666,0.778136559,-0.356923308
0.692956123,-0.467778958,-0.112383623,-0.34676554,-0.368461706,0.25395587,2.336912809,1.202529234,-0.724269128,0.037685247,-0.57979095,1.318881904
0.104040006,0.198109531,-0.361790256,-0.237805912,-0.125277024,0.088908694,-0.06242284,0.06182986,-0.921382122,0.12855496,0.460874994,-0.017128395
0.023865636,0.259628429,-0.103860586,0.097740166,-0.140443399,-0.298402506,1.251849979,-0.532016464,-0.630891469,-0.124717666,-0.54593863,-0.573161114
-0.07721275,0.357327087,-0.208406195,-0.170494212,0.54040028,-0.004706037,0.218004925,0.507085931,-0.302430079,0.207948914,-0.483989039,0.638085587
-0.185161368,0.756929253,-0.264484505,-0.092554485,-0.266438146,-0.277795306,0.031009631,0.024327303,-0.042210954,-1.038900976,0.814489482,0.238104611
0.024574461,0.213196546,0.194385682,0.169427698,-0.544779926,-0.133484476,-0.587407934,-0.853992466,1.456016998,-0.303080931,-0.365587659,-0.411889108
0.123943831,0.21772277,-0.14214572,-0.242258242,-0.185337213,0.083340124,-0.072404505,0.226918612,0.154856236,0.297130848,0.173766829,0.078789577
0.378117487,1.486445434,-1.412292399,-0.096862412,-1.008522999,0.251564935,-3.269563595,0.565491757,-0.583862559,-0.501177088,0.908128568,0.709654987
