1,5,0.21116
1,7,-0.19508
1,8,-0.22564
1,10,0.18928
1,11,0.17875
1,12,-0.14324
1,13,-0.17556
1,14,-0.18629
1,15,-0.21832
1,16,0.24778
1,18,-0.22756
1,21,-0.18519
1,23,-0.21757
1,24,0.15291
2,1,-0.2123
2,2,0.19015
2,4,-0.19168
2,7,-0.17966
2,10,0.20351
2,12,0.19856
2,14,-0.22794
2,16,-0.20974
2,17,-0.2015
2,18,0.14902
2,22,0.2212
2,24,0.26249
2,25,0.14975
3,3,-0.18665
3,4,-0.17334
3,7,-0.20835
3,9,-0.17704
3,12,0.20496
3,14,0.26817
3,17,0.16542
3,19,0.15323
3,21,-0.15519
3,24,0.26104
4,8,-0.17799
4,12,0.15879
4,21,-0.1459
4,23,0.19528
4,24,-0.21446
5,1,0.21683
5,4,0.1855
5,5,0.16023
5,6,0.2103
5,7,0.14544
5,8,0.23274
5,9,-0.20519
5,11,0.18599
5,15,0.16511
5,16,-0.21418
5,17,0.21972
5,19,-0.19296
5,20,0.25773
5,23,0.19999
5,24,-0.14958
6,1,0.15091
6,2,-0.18635
6,4,0.22375
6,11,0.19753
6,12,-0.15809
6,14,0.23773
6,15,0.25672
6,17,-0.23618
6,20,0.24445
6,21,0.20078
6,22,-0.22517
6,23,0.25889
6,24,-0.2731
7,5,-0.15308
7,13,-0.22172
7,14,-0.1436
7,15,0.18248
7,19,0.2016
7,22,-0.16379
8,4,0.2567
8,6,-0.18838
8,7,0.17446
8,8,0.24891
8,10,-0.19023
8,12,-0.14228
8,20,0.24696
8,22,-0.20239
8,23,-0.14768
8,24,-0.20479
9,7,-0.19174
9,11,0.18392
9,12,-0.23487
9,16,0.16577
9,17,0.16572
9,18,0.1994
9,20,-0.20232
9,21,-0.1526
10,1,0.24567
10,5,0.23573
10,7,0.18971
10,9,-0.19489
10,10,-0.16837
10,13,0.21893
10,14,0.21357
10,16,0.16729
10,17,-0.16485
10,20,-0.24126
10,21,0.25276
10,22,-0.24254
10,24,0.19758
11,1,0.25016
11,2,0.18633
11,7,-0.18975
11,8,0.18319
11,10,-0.21375
11,11,0.18609
11,13,0.21822
11,19,-0.21651
11,22,0.20173
11,23,0.1543
11,25,0.15467
12,1,0.18151
12,2,0.16051
12,6,-0.22949
12,10,0.1977
12,11,-0.21235
12,15,0.25385
12,18,0.21893
12,19,0.24422
12,21,0.17295
12,25,-0.18252
13,7,-0.15878
13,13,-0.2272
13,14,-0.15905
13,17,0.1761
13,18,-0.21199
13,22,-0.25502
13,24,-0.16506
13,25,0.22062
14,4,-0.21765
14,6,0.15587
14,10,0.20957
14,20,0.20535
14,22,-0.2435
15,3,0.19681
15,4,0.20708
15,6,-0.22685
15,7,-0.2306
15,9,-0.2096
15,13,0.18006
15,15,-0.16188
15,16,-0.18705
15,17,-0.16791
15,19,-0.15356
15,21,0.2087
15,23,0.21565
15,24,0.24671
16,1,0.15458
16,2,0.16149
16,4,-0.22237
16,6,0.17575
16,10,-0.23419
16,13,0.21679
16,14,-0.17043
16,15,-0.20028
16,16,-0.19591
16,21,0.14852
16,23,-0.17841
16,24,-0.21609
17,1,0.18944
17,5,-0.17476
17,6,-0.21361
17,7,0.16165
17,9,-0.2479
17,11,-0.14482
17,13,-0.22159
17,17,-0.17855
17,22,-0.17139
18,1,0.20283
18,4,0.15015
18,7,0.19437
18,8,0.18913
18,14,-0.22148
18,15,0.17655
18,19,0.22017
18,21,0.16061
18,22,-0.25501
18,24,0.18182
18,25,-0.14636
19,3,-0.19049
19,7,0.21923
19,9,-0.25474
19,15,0.22238
19,16,0.23219
19,18,0.21911
19,19,0.1892
19,20,-0.24058
19,21,0.22215
19,24,-0.26014
20,3,-0.20674
20,8,-0.21249
20,9,-0.15234
20,14,-0.24139
20,17,-0.16527
20,18,-0.1638
20,19,0.21975
20,20,0.15298
20,23,0.21641
21,1,-0.16713
21,3,-0.19405
21,4,0.15341
21,5,0.17884
21,9,-0.178
21,11,-0.21815
21,17,-0.1786
21,20,-0.18225
21,24,0.25854
21,25,0.18092
22,1,0.20681
22,2,0.19386
22,3,-0.17342
22,4,0.19525
22,6,-0.16754
22,7,-0.19216
22,12,-0.17329
22,14,0.15889
22,18,-0.15393
22,23,-0.16046
22,25,0.17843
23,4,0.20296
23,9,-0.17256
23,14,-0.14482
23,16,0.1757
23,17,0.20909
23,18,0.24305
23,19,0.18081
23,21,0.20896
23,24,-0.20425
23,25,0.16922
24,1,-0.14366
24,2,-0.23259
24,4,-0.15203
24,8,0.1785
24,9,-0.17886
24,15,0.1591
24,16,0.20879
24,18,0.15176
24,22,-0.21607
25,1,0.18796
25,3,-0.28366
25,6,-0.25272
25,10,0.1627
25,12,-0.18385
25,17,-0.24499
25,22,-0.2295
25,24,0.1961
